"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,4664.46,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,4189.89,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,3924.76,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,3362.18,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,175,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,214.6,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,247.5,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,260.7,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,268.77,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,265.38,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,261.4,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,263.3,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,260,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,272.98,,
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,3.3,,
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,3.3,,
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,3.4,,
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,0.54,"E","Estimated value"
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,0.75,"E","Estimated value"
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,4.1,"E","Estimated value"
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,4.43,"E","Estimated value"
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,3.98,"E","Estimated value"
"BEL","Belgium","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,5.34,"E","Estimated value"
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,1478.3,,
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,1293.8,,
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,1210.9,,
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,1167.03,"E","Estimated value"
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,1060.72,"E","Estimated value"
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,1058.95,,
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,966.79,,
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,985.35,,
"BEL","Belgium","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,900.59,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1970","1970","M3","Cubic metres","6","Millions",,,771,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,715.8,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,676.1,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,636.1,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,612.4,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,602.4,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,636.08,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,639.16,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,631.74,,
"BEL","Belgium","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,631.94,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,510,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,512,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,497.5,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,476.1,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,452.1,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,445.8,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,463.44,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,470.32,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,460.72,,
"BEL","Belgium","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,466.5,,
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,9.2,,
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,32.3,,
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,32,,
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,36.94,"E","Estimated value"
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,36.23,"E","Estimated value"
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,32.02,"E","Estimated value"
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,34.44,"E","Estimated value"
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,36.28,"E","Estimated value"
"BEL","Belgium","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,40.07,"E","Estimated value"
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,96.9,,
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,90.1,,
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,79.5,,
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,64.83,"E","Estimated value"
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,62.74,"E","Estimated value"
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,62.9,,
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,58.64,,
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,50.88,,
"BEL","Belgium","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,52.13,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,47250,"E","Estimated value"
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,31127.9,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,32322.9,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,30812,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,4263,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,5102,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,5200.99023,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,5706.2002,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,5123.7002,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,5032.7998,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,5020.7998,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,3472,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,3991,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,4104.49023,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,1829,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,1895.155,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,2009.124,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,2639.514,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,2765,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,3193,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,3846.1499,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,1507,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,838.15,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,1626.29,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,1692.35,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,1741.22,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2015","2015","M3","Cubic metres","6","Millions",,,2379.09,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,2054.08,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,9686,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,7124,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,5149.8501,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,4888.8999,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,3056.3999,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,3207.3999,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,2943,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,1620.14,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,1239.663,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,901.235,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,915.753,,
"CAN","Canada","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,855.2551,,
"CAN","Canada","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,45379,,
"CAN","Canada","SURFACE","Fresh surface water","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,3922,,
"CAN","Canada","SURFACE","Fresh surface water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,4694,,
"CAN","Canada","SURFACE","Fresh surface water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,4677.98,,
"CAN","Canada","SURFACE","Fresh surface water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,5031.9,,
"CAN","Canada","SURFACE","Fresh surface water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,4542.7,,
"CAN","Canada","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,4436.9,,
